zeit_utc,open,high,low,close,volume
2024-12-10 06:00,21463.25,21468.75,21453.50,21459.25,1923
2024-12-10 07:00,21459.25,21466.25,21453.25,21458.25,1933
2024-12-10 08:00,21458.75,21466.50,21448.00,21462.25,4357
2024-12-10 09:00,21461.75,21464.25,21450.00,21461.75,4223
2024-12-10 10:00,21461.75,21496.00,21458.75,21491.00,5306
2024-12-10 11:00,21491.50,21517.50,21489.75,21510.50,4209
2024-12-10 12:00,21511.00,21535.25,21506.50,21528.50,7066
2024-12-10 13:00,21528.50,21538.00,21495.75,21501.75,11397
2024-12-10 14:00,21501.75,21589.25,21491.00,21546.75,82034
2024-12-10 15:00,21546.50,21606.75,21497.00,21505.25,86001
2024-12-10 16:00,21505.00,21516.00,21449.00,21484.50,76957
2024-12-10 17:00,21484.25,21502.50,21444.00,21470.25,51050
2024-12-10 18:00,21470.25,21484.75,21450.75,21452.50,33468
2024-12-10 19:00,21453.50,21460.00,21400.00,21411.25,47716
2024-12-10 20:00,21411.25,21413.00,21352.75,21408.00,78879
2024-12-10 21:00,21408.25,21438.25,21407.50,21434.75,16595
2024-12-10 23:00,21436.00,21442.00,21417.25,21428.75,0
2024-12-11 00:00,21428.00,21429.25,21408.00,21422.50,3224
2024-12-11 01:00,21423.00,21436.00,21419.25,21429.25,2354
2024-12-11 02:00,21429.50,21431.50,21419.75,21428.25,1950
2024-12-11 03:00,21427.75,21438.50,21425.50,21426.50,2019
2024-12-11 04:00,21426.50,21432.25,21413.75,21431.25,2169
2024-12-11 05:00,21430.25,21433.25,21423.25,21430.75,1437
2024-12-11 06:00,21430.25,21448.00,21429.25,21444.50,1852
2024-12-11 07:00,21445.25,21450.50,21405.75,21420.25,4837
2024-12-11 08:00,21420.50,21446.25,21417.50,21432.50,4028
2024-12-11 09:00,21433.00,21456.50,21430.25,21449.00,4889
2024-12-11 10:00,21449.00,21453.75,21435.50,21447.75,2954
2024-12-11 11:00,21448.00,21459.50,21440.00,21442.25,3338
2024-12-11 12:00,21442.50,21448.50,21431.50,21437.50,4232
2024-12-11 13:00,21437.75,21536.00,21436.25,21529.00,22664
2024-12-11 14:00,21528.50,21697.00,21526.25,21695.50,101283
2024-12-11 15:00,21696.00,21736.25,21672.75,21696.75,106850
